id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm
50070395,271118401,Catalina Vacations,Avalon,33.34013,-118.32522,Entire home/apt,220,1,6,110,290,2
37103554,271118401,Catalina Vacations,Avalon,33.34258,-118.32161,Entire home/apt,496,3,13,110,214,7
53363399,415513987,Isabella,Westlake,34.07034,-118.26339,Entire home/apt,90,30,3,2,195,3
45271490,271118401,Catalina Vacations,Avalon,33.33887,-118.32741,Entire home/apt,289,1,15,110,188,7
37103533,271118401,Catalina Vacations,Avalon,33.34495,-118.32998,Entire home/apt,288,3,14,110,210,3
47836641,235540617,Nargis,Mid-City,34.03445,-118.38388,Private room,70,30,1,1,89,0
4014376,20813830,Sharron,Mid-City,34.03516,-118.38312,Private room,32,30,184,1,49,0
37103529,271118401,Catalina Vacations,Avalon,33.33902,-118.32587,Entire home/apt,330,3,2,110,153,1
8.18275E+17,41465662,Christopher & Phantida,Gardena,33.90017581,-118.3072593,Entire home/apt,189,5,2,3,341,2
45423025,338394698,RR Management,Mid-City,34.04646,-118.3481,Entire home/apt,223,3,33,12,0,7
48576993,59384239,Julia,Mount Washington,34.09917,-118.22896,Entire home/apt,150,3,22,1,0,10
48884502,42220,Searockinn,Long Beach,33.78908,-118.15851,Private room,152,1,26,7,0,9
34287594,258870923,Eileen,Long Beach,33.77029,-118.1678,Entire home/apt,125,2,234,1,72,66
51619742,880382,Brianne,Venice,33.99384,-118.45691,Entire home/apt,450,3,22,6,38,20
45612193,16152530,Afshin,Inglewood,33.94627,-118.34903,Entire home/apt,150,31,117,1,365,35
48702056,27551941,Brittney,West Los Angeles,34.04359,-118.43471,Entire home/apt,195,30,8,3,75,5
54392213,12810448,Allison,Venice,33.989,-118.44901,Entire home/apt,256,2,46,1,0,46
49400366,348502820,Ariel And Daniel,Manhattan Beach,33.8945,-118.41488,Entire home/apt,400,30,4,1,0,0
9474629,49105646,Brad,Sawtelle,34.04717,-118.46156,Entire home/apt,99,30,0,1,0,0
8.25781E+17,500856038,Adam,Long Beach,33.77840386,-118.1617445,Private room,68,1,0,1,364,0
52059118,247497150,Lucy,Monrovia,34.14844,-117.99485,Entire home/apt,200,31,7,1,280,6
6642160,1782877,Nicol,Venice,33.99249,-118.46916,Entire home/apt,200,30,6,1,0,0
5.57077E+17,77736733,Wafa,Long Beach,33.76814304,-118.1848432,Entire home/apt,130,31,1,1,0,1
8.37112E+17,462666541,Donna,Manhattan Beach,33.8845943,-118.4097148,Entire home/apt,379,3,0,1,349,0
49817242,385030040,Sarah,Venice,33.99726,-118.46951,Private room,80,31,0,1,0,0
49956412,340420601,Danny,Mid-City,34.04514,-118.34517,Private room,45,31,1,1,0,0
12654751,12260586,Laura,Beverlywood,34.05212,-118.39509,Entire home/apt,95,30,1,1,0,0
44761630,271118401,Catalina Vacations,Avalon,33.35498,-118.3312,Entire home/apt,346,1,15,110,173,2
39971894,308149744,Keyue,Monrovia,34.15367,-117.9987,Private room,91,7,0,4,365,0
38910058,151246451,TheWeShed,Harbor Gateway,33.90906,-118.28656,Entire home/apt,85,30,282,2,195,92
5.58784E+17,14936368,Andy,Hyde Park,33.98147,-118.33169,Private room,35,30,3,78,3,3
50038007,1705918,Jonathan,Venice,33.98783,-118.46725,Private room,160,30,10,1,0,0
39412551,302370337,Cal Mar Hotel Suites,Santa Monica,34.01966,-118.49969,Private room,345,1,0,9,1,0
50227783,5506035,Dave,Venice,33.98709,-118.45144,Entire home/apt,295,4,15,1,1,13
6.90135E+17,185528018,K,Silver Lake,34.10279,-118.25334,Entire home/apt,130,31,2,1,219,2
5.63129E+17,442595285,Yasin,Studio City,34.14131,-118.37313,Private room,215,2,0,6,364,0
7.04625E+17,187543153,Elliot,Sawtelle,34.04078,-118.44306,Entire home/apt,250,30,0,51,364,0
7.45263E+17,110742019,Kenny,Hollywood,34.10178,-118.33329,Entire home/apt,265,30,0,2,167,0
49798664,161456581,David,Westlake,34.05648,-118.25913,Entire home/apt,108,30,1,20,138,1
50876299,103997766,Keith & Ashley,Hollywood,34.10046,-118.32964,Entire home/apt,245,30,0,11,365,0
33316523,80580733,Judit,Rancho Palos Verdes,33.76553,-118.3669,Entire home/apt,90,30,29,2,335,0
33306314,22819782,Kristen,Agua Dulce,34.48214,-118.33467,Private room,300,1,2,5,270,0
50553204,14936368,Andy,Sawtelle,34.03363,-118.4365,Private room,49,31,6,78,0,2
2250407,2765569,Steven & Judy,Venice,33.9772,-118.46203,Entire home/apt,100,31,18,13,153,2
7.04553E+17,187543153,Elliot,Venice,33.98564,-118.44535,Entire home/apt,195,30,0,51,11,0
7.76813E+17,457005571,Jack,Monrovia,34.14582,-118.00977,Entire home/apt,261,2,7,10,66,7
13359545,30128030,Nancy,Southeast Antelope Valley,34.46157,-117.95741,Entire home/apt,85,2,145,2,163,11
7.13356E+17,14936368,Andy,Culver City,34.00425,-118.41543,Private room,39,1,3,78,0,3
6.21828E+17,385011989,Guita,Hollywood,34.1008,-118.34303,Entire home/apt,328,31,0,2,97,0
8.31514E+17,457005571,Jack,Monrovia,34.15337,-117.98908,Entire home/apt,279,2,0,10,68,0
7.19605E+17,2066948,Julie,Venice,33.99939,-118.47373,Entire home/apt,172,30,0,4,59,0
7.51431E+17,467760515,Cathy,Agua Dulce,34.51747,-118.30497,Shared room,100,1,0,4,89,0
7.27605E+17,32906441,Ada,Santa Monica,34.02321,-118.48233,Entire home/apt,272,7,6,1,2,6
16674135,110320046,Beach And BB,Palmdale,34.58516,-118.15755,Private room,39,2,182,1,64,12
21059723,31866288,Hilary,Long Beach,33.77002,-118.15618,Entire home/apt,105,31,39,11,127,1
23187451,161456581,David,Westlake,34.05451,-118.26096,Entire home/apt,112,30,7,20,179,0
7.34233E+17,1439148,Allen,Lawndale,33.90052981,-118.3590596,Entire home/apt,142,2,12,2,0,12
54399408,34298543,Kōzi,Norwalk,33.92022,-118.07248,Entire home/apt,339,1,56,1,348,49
8.13765E+17,455381981,Andrew,Harbor Gateway,33.84271953,-118.3068438,Private room,40,30,0,14,311,0
7.35449E+17,455255263,Yegor,Venice,33.9932,-118.47041,Entire home/apt,214,5,3,1,299,3
16039573,104381243,Anthony,Venice,33.98483,-118.4585,Entire home/apt,369,3,236,1,212,43
5.95841E+17,134446507,Sam,Santa Monica,34.01661,-118.49122,Entire home/apt,219,1,34,7,87,34
48144471,125869180,Raji,Northwest Palmdale,34.63433,-118.16692,Private room,41,1,4,5,172,2
34082859,26326994,David,Palmdale,34.57021,-118.13789,Private room,65,7,32,3,365,3
51981331,257092364,Sunny,Walnut,34.023811,-117.856552,Private room,47,1,3,28,83,1
22731852,125869180,Raji,Northwest Palmdale,34.63578,-118.16782,Private room,43,1,5,5,155,1
7.83292E+17,116692120,Briana,Norwalk,33.91625,-118.08482,Private room,82,1,0,1,363,0
6.55914E+17,54993114,Mahjoubi,Del Rey,33.99089,-118.44334,Private room,67,30,2,1,23,2
273119,1429142,Gabriela,Venice,33.99618,-118.45439,Entire home/apt,139,4,233,1,83,26
23168043,161456581,David,Westlake,34.05442,-118.26284,Entire home/apt,126,30,4,20,48,0
7.6333E+17,11455188,Mercedes,Silver Lake,34.10485,-118.26583,Entire home/apt,140,30,1,2,334,1
8.36394E+17,384538646,Craftstay Corporate Housing,Westlake,34.05265718,-118.2619224,Entire home/apt,212,31,0,28,365,0
7.63256E+17,27176567,Preethi,Lawndale,33.8855,-118.35609,Entire home/apt,159,2,2,1,0,2
16982251,113669448,Nika,Venice,33.98524,-118.459,Entire home/apt,75,30,260,1,99,5
53098270,395083155,Yu-Ching,Arcadia,34.12453,-118.01849,Entire home/apt,139,1,10,14,173,8
43127301,236013889,LuChina,Broadway-Manchester,33.95253,-118.2702,Private room,300,30,5,1,363,0
6.73473E+17,455381981,Andrew,Walnut,34.04665,-117.85066,Entire home/apt,242,1,20,14,244,20
39296423,200023978,Ayin,Chatsworth,34.26982,-118.57409,Private room,130,1,3,5,363,3
5.75385E+17,381813340,Emily,Monterey Park,34.04196,-118.14341,Private room,37,14,2,4,70,2
6.63815E+17,149758901,Lyudmyla,Hawaiian Gardens,33.82838,-118.07361,Private room,60,30,0,2,77,0
688048,774887,Eric,Rancho Palos Verdes,33.7742,-118.3922,Private room,89,31,151,4,365,1
5.73972E+17,24271549,Gary,Century City,34.05192,-118.42058,Entire home/apt,162,1,14,9,362,14
7.59132E+17,445713054,Momoko,Temple City,34.116,-118.05683,Entire home/apt,104,1,6,12,0,6
7.58845E+17,330307325,Cathy,Vernon,34.00939,-118.23028,Entire home/apt,159,1,6,11,0,6
8.33444E+17,128370633,Maka,Santa Monica,34.01610656,-118.492903,Entire home/apt,256,1,1,7,249,1
54393253,10398795,Sheri,Florence-Firestone,33.95508,-118.25503,Entire home/apt,130,2,77,1,254,73
7.63951E+17,434588868,Chak,West Covina,34.01276,-117.88417,Entire home/apt,175,2,2,1,0,2
6.87738E+17,46044100,Liam,Arcadia,34.12546,-118.06239,Entire home/apt,196,28,4,6,9,4
6.94291E+17,383790851,Cozy Homes,Venice,33.98003,-118.46387,Entire home/apt,273,1,27,13,61,27
45146941,344719500,April And Dan,Hermosa Beach,33.87544,-118.40763,Entire home/apt,484,2,77,13,61,41
17881936,7053599,Katie,Los Feliz,34.10324,-118.27356,Entire home/apt,135,31,85,1,232,0
6.42137E+17,462587362,Michael J,Long Beach,33.7679317,-118.1623239,Entire home/apt,303,1,19,1,75,19
50983185,18230857,Alby,Venice,33.98449214,-118.4709473,Entire home/apt,184,3,28,1,267,28
7638442,40078967,Roberto & Cecilia,Westlake,34.06893,-118.28158,Entire home/apt,93,30,2,1,0,0
3844150,9881505,Mira,Santa Monica,34.02204,-118.49828,Private room,107,3,260,1,199,22
50917473,148677062,Allen,Gardena,33.87574,-118.29388,Entire home/apt,175,5,47,18,160,24
52372748,103336885,Steven,Norwalk,33.92274,-118.08835,Entire home/apt,184,2,72,1,56,50
9300677,9250479,Gretchen,Hollywood,34.10278,-118.34243,Shared room,52,30,8,11,365,0
8.02187E+17,134446507,Sam,Santa Monica,34.01767302,-118.4900391,Entire home/apt,172,3,2,7,67,2
5.74938E+17,352833053,Natalia,Long Beach,33.78033,-118.16123,Entire home/apt,299,30,1,2,326,1
7.73244E+17,59869714,Ben,Venice,33.99873094,-118.459709,Entire home/apt,110,30,0,1,270,0
15290561,39086018,Xia & Alice,Rosemead,34.05753,-118.10395,Private room,57,3,19,3,15,7
8.17067E+17,88311689,Halle,Commerce,34.0025765,-118.1500283,Entire home/apt,270,2,0,21,365,0
51849768,151246451,TheWeShed,Harbor Gateway,33.91054,-118.2879,Entire home/apt,45,30,6,2,170,6
51824768,350219064,Carla,Palmdale,34.58073,-118.10688,Entire home/apt,135,5,8,5,311,3
50771268,200659000,Top Tier,Long Beach,33.7657,-118.15895,Entire home/apt,199,31,82,5,233,36
6.02798E+17,138846054,Eric,Monrovia,34.14417,-118.01973,Entire home/apt,226,1,35,5,159,35
38879031,52108788,Jasmin,Long Beach,33.76863,-118.15836,Entire home/apt,119,31,9,1,78,4
33286328,13856777,Mariya,Gardena,33.87963,-118.29284,Entire home/apt,105,1,123,7,80,30
5.79176E+17,448838786,Jacqui And Matt,Monterey Park,34.04357,-118.12496,Private room,55,1,23,5,83,23
7.20175E+17,177212061,Joshua,Quartz Hill,34.6600634,-118.2268958,Entire home/apt,166,1,9,1,342,9
7.99362E+17,8882725,Michael,Monrovia,34.14213,-118.01078,Entire home/apt,112,30,0,1,54,0
6.68156E+17,221950595,Debbie,Lakewood,33.85271,-118.11204,Private room,101,2,16,1,347,16
8.35869E+17,503001700,Jason,Monterey Park,34.0670855,-118.1345915,Shared room,121,1,0,1,364,0
52595113,20710568,Lei,Harbor Gateway,33.82894,-118.30038,Private room,89,30,0,3,268,0
45797189,25326961,Alba & Mike,Venice,33.98453,-118.46977,Entire home/apt,95,30,14,55,210,6
29779734,224047803,Loren,Tarzana,34.17497,-118.54689,Entire home/apt,149,30,57,1,241,4
36155165,271946378,Ryan,Sierra Madre,34.15889,-118.05287,Entire home/apt,150,2,196,1,53,73
6.33703E+17,440658502,Youchun,Arcadia,34.10925,-118.03176,Entire home/apt,292,3,2,1,363,2
49614102,161456581,David,Westlake,34.05803,-118.25798,Entire home/apt,123,30,1,20,132,0
7.57708E+17,218547459,Gene,Santa Monica,34.01538,-118.48611,Entire home/apt,142,30,0,1,334,0
6.18792E+17,686552,Tatiana,Venice,33.99271,-118.468513,Entire home/apt,350,30,0,2,335,0
6.16735E+17,255514684,Nora,Walnut,34.01401,-117.88145,Private room,48,2,3,3,364,3
25847145,25326961,Alba & Mike,Venice,33.98456,-118.46903,Entire home/apt,105,31,16,55,239,2
40156110,309984406,Ailin,Arcadia,34.14668,-118.04033,Entire home/apt,500,30,12,1,217,4
32944300,247831026,Kevin,Avocado Heights,34.03877,-117.99593,Private room,48,1,59,3,90,0
13830003,50125888,Dap,West Covina,34.05799,-117.91634,Private room,38,30,39,3,89,0
7128541,37337247,Kim,Venice,33.96711,-118.45693,Entire home/apt,200,30,14,1,90,0
27337133,206002340,Zhang,Monterey Park,34.05743,-118.11308,Private room,70,5,83,2,15,14
53197906,228306156,Blake,Monterey Park,34.05826,-118.11753,Entire home/apt,205,3,41,10,10,26
32944680,247831026,Kevin,Avocado Heights,34.03936,-117.99542,Private room,48,1,29,3,86,0
8.15507E+17,459488449,Esma,Harbor Gateway,33.82739903,-118.3060545,Entire home/apt,99,30,0,3,341,0
54321550,262079074,Jacky,Rosemead,34.05512,-118.10464,Entire home/apt,96,2,19,14,341,19
6.45602E+17,455381981,Andrew,Harbor Gateway,33.84071,-118.30688,Entire home/apt,165,30,2,14,270,2
6.60792E+17,462106084,Kien,West Covina,34.04582,-117.91017,Entire home/apt,320,4,7,3,306,7
42380575,100946914,Flor,Montebello,34.01543,-118.11761,Entire home/apt,91,2,80,2,75,26
6.99854E+17,85025525,Tina,West Puente Valley,34.05065,-117.98497,Entire home/apt,163,2,19,2,145,19
21863878,159480876,Urbanlux,West Los Angeles,34.05132,-118.4295,Entire home/apt,176,31,4,68,216,2
8.3147E+17,502069817,Jo,East Los Angeles,34.0372635,-118.1665372,Entire home/apt,88,1,0,1,52,0
35305720,32771125,Kevin & Lynda,Long Beach,33.77143,-118.14979,Entire home/apt,374,1,121,1,310,54
9600157,806203,Debra,Long Beach,33.7804,-118.15054,Entire home/apt,150,2,109,1,128,17
8.2653E+17,490283864,Elaine,Monterey Park,34.05326706,-118.1221209,Entire home/apt,306,30,1,1,172,1
21471220,3392276,Amir,Pacific Palisades,34.0457,-118.52857,Entire home/apt,66,30,37,43,269,0
7.81303E+17,491255253,Maryna,Santa Monica,34.01631708,-118.4917921,Entire home/apt,308,1,4,3,339,4
51085446,262803011,Susie,West Covina,34.05822,-117.88073,Entire home/apt,81,2,66,1,152,48
6.48898E+17,455381981,Andrew,Venice,33.98496,-118.46199,Entire home/apt,212,1,16,14,267,16
8.11675E+17,181294435,Lola,Hyde Park,33.98460404,-118.3302749,Entire home/apt,222,4,0,7,4,0
46337197,12705913,Tanya,West Covina,34.02003,-117.90249,Entire home/apt,75,7,14,1,95,8
49971403,402158340,Becky,Avocado Heights,34.046665,-118.004013,Entire home/apt,140,1,101,8,232,48
54214302,402158340,Becky,Avocado Heights,34.04966,-117.99712,Entire home/apt,99,1,69,8,153,58
8.26678E+17,472141927,Nora,Montebello,34.02340899,-118.1283097,Private room,48,1,1,2,341,1
15042280,95037261,David,Venice,33.99481,-118.45597,Entire home/apt,231,31,148,5,88,6
6.96602E+17,473207529,Jun,Rosemead,34.056396,-118.107574,Private room,111,30,21,27,327,21
7.04298E+17,106310047,Kary,West Covina,34.01326,-117.88441,Entire home/apt,185,2,7,1,314,7
1815430,9465513,Liz,Santa Monica,34.02288,-118.49851,Private room,146,1,443,1,56,34
25206037,40714251,Luisa,North Whittier,34.01271,-118.04543,Entire home/apt,378,3,85,1,314,10
7.32557E+17,245829034,Esther,Rosemead,34.05792,-118.09286,Entire home/apt,121,2,10,8,357,10
50794131,410520359,Christopher,Venice,33.99559,-118.458,Entire home/apt,360,2,39,1,99,20
29101859,25326961,Alba & Mike,Venice,33.98795,-118.47043,Entire home/apt,118,31,17,55,236,3
6.23148E+17,25551648,Vacation Inn LA,Tarzana,34.18282,-118.55829,Entire home/apt,500,4,5,81,131,5
6.09363E+17,360506392,Psalms,Burbank,34.18746,-118.33254,Entire home/apt,246,3,27,2,330,27
7.86501E+17,93777241,Carissa,South San Gabriel,34.04861694,-118.0940263,Entire home/apt,348,2,8,2,261,8
32272895,239373636,Rachel,Rosemead,34.05848,-118.07955,Entire home/apt,225,2,188,2,159,40
8.17538E+17,14936368,Andy,Florence-Firestone,33.97303888,-118.2322594,Private room,35,1,1,78,8,1
46115876,25326961,Alba & Mike,Venice,33.98805,-118.46837,Entire home/apt,92,30,9,55,246,5
52857426,114390232,Jesse,Long Beach,33.76566,-118.15774,Entire home/apt,155,31,4,2,361,4
6.93099E+17,25210595,Cindy,South San Gabriel,34.0487868,-118.1062556,Entire home/apt,344,1,11,1,322,11
7.76309E+17,330307325,Cathy,Vernon,34.00498,-118.22963,Private room,159,1,0,11,354,0
7.6307E+17,9037281,Frankie,Venice,33.98402,-118.46743,Entire home/apt,115,30,2,9,300,2
34544530,78203267,Martha,East Los Angeles,34.02028,-118.14342,Entire home/apt,109,3,161,1,69,42
31292493,48301416,Joe,East Los Angeles,34.01832,-118.14286,Entire home/apt,98,2,167,7,135,46
5.83552E+17,422221737,Wang,South Park,33.99825,-118.26777,Private room,39,30,4,9,364,4
51425128,208610860,Joel,Vermont Square,34.00163,-118.28458,Private room,27,30,1,35,98,0
7.63038E+17,138092283,Shawn,Santa Monica,34.01728,-118.49156,Entire home/apt,317,2,6,13,173,6
5070255,15398353,Jaya,Venice,33.99297,-118.46551,Entire home/apt,150,30,103,1,280,0
6.89385E+17,34884226,Sean,Vermont Square,33.99995,-118.28457,Private room,40,31,0,13,359,0
51736324,30656727,Paul & Blanca,Vermont Square,33.99418,-118.28459,Private room,54,30,2,5,179,1
43941357,56630199,J,Montebello,34.02018,-118.13607,Private room,45,5,1,1,52,0
7.42176E+17,473207529,Jun,Monterey Park,34.0593155,-118.1303148,Private room,66,1,13,27,362,13
6.88771E+17,249426084,Jeff,Monterey Park,34.03642,-118.1332,Entire home/apt,96,1,33,11,306,33
19102111,84732199,Sara,Santa Monica,34.03354,-118.49586,Entire home/apt,300,2,59,3,345,14
51657060,52724513,Ardie,Unincorporated Santa Monica Mountains,34.06671,-118.64005,Entire home/apt,388,2,13,3,228,12
52743517,426999998,Robert,Santa Monica,34.00611,-118.47149,Private room,335,30,0,1,180,0
7.73332E+17,167659522,Daniel,Monterey Park,34.048,-118.12843,Entire home/apt,173,2,15,17,343,15
53846593,2472891,Cleo,Unincorporated Santa Monica Mountains,34.09335,-118.70788,Entire home/apt,187,2,42,1,331,36
38091235,289113864,Mari,Venice,33.99471,-118.45977,Entire home/apt,140,30,52,1,119,0
5.94362E+17,230016718,Sam,Hollywood,34.10412,-118.33703,Entire home/apt,232,1,39,36,37,39
8.00462E+17,63821795,Plaisir Luxury Rentals,Santa Monica,34.01778067,-118.4913417,Entire home/apt,213,1,1,3,101,1
49978387,150756103,Peter,Santa Monica,34.01678,-118.48986,Entire home/apt,138,30,9,3,149,5
18563397,153923901,Aimee,Long Beach,33.78433,-118.13592,Private room,78,2,88,4,123,14
8.17567E+17,136791982,Itza,East Los Angeles,34.02908184,-118.1549755,Entire home/apt,299,2,1,4,314,1
11713271,27695695,Ali,Tarzana,34.18215,-118.53546,Private room,140,30,3,1,0,0
6.63389E+17,50592072,Jamone   &  Monique,Vermont-Slauson,33.99136,-118.28093,Entire home/apt,50,30,2,4,256,2
15470156,37207995,Tanya,Florence-Firestone,33.9778,-118.24168,Entire home/apt,110,2,54,23,346,9
37634000,174388524,Maggie,East Los Angeles,34.02975,-118.14733,Entire home/apt,150,10,7,1,126,0
17463149,65773050,Maggie,Burbank,34.17355,-118.35282,Entire home/apt,159,1,223,1,52,44
7.84441E+17,207925952,Jonathan,Monterey Park,34.0384,-118.149738,Entire home/apt,102,2,0,1,70,0
44709395,137877395,Nina,Santa Monica,34.02737,-118.49426,Entire home/apt,130,31,7,63,334,3
8.17515E+17,158711360,Elijah,Long Beach,33.77147425,-118.152031,Entire home/apt,125,31,0,2,309,0
29745359,25326961,Alba & Mike,Venice,33.98482,-118.4689,Entire home/apt,124,31,15,55,290,2
18373758,103337122,Afri,Burbank,34.15794,-118.34098,Entire home/apt,107,30,280,4,322,15
27570047,3917155,Lisa,Santa Monica,34.03263,-118.49994,Entire home/apt,225,3,53,1,5,0
18544198,153923901,Aimee,Long Beach,33.78445,-118.13473,Private room,78,2,116,4,93,18
39412637,302370337,Cal Mar Hotel Suites,Santa Monica,34.01865,-118.50143,Private room,359,1,1,9,0,1
45484029,368036632,Elia,Vermont-Slauson,33.98067,-118.28413,Entire home/apt,96,2,68,1,73,25
6.64796E+17,37207995,Tanya,Florence-Firestone,33.97812,-118.24176,Entire home/apt,110,3,9,23,327,9
7.45831E+17,363554098,Prince,Hollywood,34.10354,-118.33754,Entire home/apt,126,1,11,23,347,11
7711392,40509807,Sean,West Los Angeles,34.04883,-118.43211,Entire home/apt,170,30,38,1,234,0
2999280,1381289,Tawny,Venice,33.9975,-118.46063,Entire home/apt,368,30,1,21,36,0
6.45724E+17,33524806,Andrea,Manhattan Beach,33.87785,-118.40282,Entire home/apt,139,30,0,1,251,0
7.90081E+17,63146716,Brandon And Stacy,Vernon,34.00145048,-118.2308206,Entire home/apt,106,2,0,24,280,0
6.97116E+17,445904494,Jr,East Los Angeles,34.01988,-118.16725,Entire home/apt,261,1,6,4,89,6
39734458,100985891,Rebecca,Gardena,33.8999,-118.30221,Private room,40,7,10,20,87,7
38600150,37207995,Tanya,South Park,34.00021,-118.27535,Entire home/apt,130,30,7,23,323,1
7.39184E+17,344719500,April And Dan,Vernon,34.0049,-118.21857,Entire home/apt,290,2,15,13,77,15
23434322,37207995,Tanya,South Park,34.0004,-118.27543,Entire home/apt,100,30,5,23,329,1
7.24585E+17,344719500,April And Dan,Vernon,34.00893,-118.23428,Entire home/apt,294,2,13,13,82,13
6.54352E+17,5425676,Jen,Vermont-Slauson,33.98121,-118.28844,Entire home/apt,111,30,1,10,365,1
40353662,311912836,Laura,Florence-Firestone,33.98442,-118.24967,Entire home/apt,98,4,212,2,58,47
5.89896E+17,118368780,Louisa,Monterey Park,34.03375,-118.14221,Entire home/apt,154,2,1,2,349,1
43624294,123460739,Jessica,Florence-Firestone,33.98474,-118.24902,Entire home/apt,80,2,158,3,66,38
7.35121E+17,158305470,Steph,Commerce,34.01874,-118.15233,Entire home/apt,242,20,1,10,89,1
6.76233E+17,337476513,Amir,Vermont Square,34.00431,-118.29246,Entire home/apt,87,30,2,1,89,2
7.35446E+17,158305470,Steph,East Los Angeles,34.01952,-118.15139,Entire home/apt,249,2,2,10,89,2
20865108,4510075,Michele,Unincorporated Santa Monica Mountains,34.07751,-118.69473,Entire home/apt,453,1,95,4,337,15
10388796,53331260,Don,Venice,33.99243,-118.46619,Entire home/apt,115,30,36,3,250,0
10454154,10265095,Janet,Santa Monica,34.003,-118.48462,Entire home/apt,127,1,792,3,90,95
46583144,175490784,Gary,West Hills,34.20163,-118.65662,Entire home/apt,150,30,2,3,179,0
39412776,302370337,Cal Mar Hotel Suites,Santa Monica,34.02033,-118.50193,Private room,374,1,0,9,0,0
53523808,99320175,Kristie,Venice,33.99548,-118.4731,Private room,83,31,3,2,67,3
4199364,21097703,Christina,Hermosa Beach,33.87411,-118.40533,Entire home/apt,240,30,14,6,284,1
54062234,402848767,Meimei,Mayflower Village,34.1138,-118.01322,Entire home/apt,229,7,2,6,365,0
45288122,232802129,Randolph,Pacific Palisades,34.04508,-118.56307,Private room,250,1,134,1,8,53
6262191,32537072,Alex,Venice,33.99114,-118.46348,Entire home/apt,350,30,165,1,365,1
48866689,372838262,Hollywood Hills,Hollywood Hills,34.10472,-118.34101,Private room,185,30,86,15,365,0
29798670,137877395,Nina,Santa Monica,34.022,-118.49188,Entire home/apt,140,31,11,63,175,2
7.12611E+17,91290722,Naomi,Pacific Palisades,34.04776,-118.54753,Private room,196,1,8,2,144,8
7.59482E+17,482688098,Luke,Huntington Park,33.9884,-118.23029,Entire home/apt,173,2,9,2,314,9
8.08077E+17,468415627,Oleksandr,Gardena,33.9098323,-118.3084747,Private room,79,1,4,7,364,4
37756486,87369769,Sammy,Hollywood,34.09515,-118.34472,Entire home/apt,142,1,331,5,70,81
1012454,5570262,Alicia,Hollywood Hills,34.108788,-118.339195,Entire home/apt,365,30,93,1,353,3
13727819,80277561,Patraporn,Gardena,33.89764,-118.32035,Private room,72,3,35,2,337,2
8.06102E+17,490394020,Stinson,Temple City,34.09528288,-118.0354018,Entire home/apt,168,1,1,4,359,1
5883900,15483021,Silvia,Long Beach,33.77185,-118.16808,Entire home/apt,95,31,141,1,312,1
45800133,343003932,James,Santa Monica,34.009808,-118.493454,Private room,285,1,93,15,364,48
6.49317E+17,59966655,Paulina,Northridge,34.22392,-118.55691,Private room,80,3,22,1,335,22
7.81424E+17,41465662,Christopher & Phantida,Gardena,33.90169,-118.30907,Entire home/apt,105,7,5,3,127,5
48735853,292343009,Grace,Gardena,33.881729,-118.306313,Entire home/apt,176,1,158,2,82,92
2159048,11016274,Jan & Dale,Long Beach,33.76989,-118.1376,Entire home/apt,169,2,429,2,160,47
46454661,137877395,Nina,Santa Monica,34.02204,-118.49323,Entire home/apt,133,31,5,63,365,3
44619279,137877395,Nina,Santa Monica,34.02411,-118.49165,Entire home/apt,126,31,10,63,342,4
20228073,144130262,Kalon,Westlake,34.05858,-118.25754,Entire home/apt,185,30,121,3,166,0
47719774,137877395,Nina,Santa Monica,34.02886,-118.49356,Entire home/apt,133,31,7,63,335,4
23506161,53603280,Valerie,Chatsworth,34.25088,-118.6181,Private room,82,4,117,1,157,10
50937597,372838262,Hollywood Hills,Hollywood Hills,34.10501,-118.34122,Private room,199,30,0,15,365,0
43096944,343003932,James,Santa Monica,34.00981,-118.49345,Private room,295,1,37,15,13,3
6.20417E+17,451429860,Helen,Gardena,33.89271,-118.29918,Entire home/apt,115,2,14,6,347,14
1246134,2458647,Mark,Venice,33.99905,-118.46518,Private room,143,30,141,3,90,13
53709509,27332589,Sandy,Shadow Hills,34.21218,-118.34432,Entire home/apt,169,30,2,1,257,2
5.68795E+17,389718318,Bardia,Hidden Hills,34.16075,-118.65371,Entire home/apt,216,2,21,14,170,21
28863103,12745513,Aleksey,Arleta,34.25035,-118.44661,Private room,68,30,41,2,365,0
7.79153E+17,253315764,Raymond,Monrovia,34.15746,-117.9892,Entire home/apt,299,3,1,16,51,1
6.48697E+17,162186407,Yu,Mayflower Village,34.12001,-117.99267,Entire home/apt,280,3,1,1,350,1
49484859,24170533,Engelie And Earl,Sun Valley,34.22148,-118.4196,Entire home/apt,85,2,64,3,339,28
7.32562E+17,68530620,Mike,Venice,33.96978081,-118.4551169,Entire home/apt,300,30,0,1,365,0
7.05793E+17,17984114,Nilufer,Northridge,34.22941,-118.55396,Entire home/apt,97,30,0,1,59,0
669808,3392276,Amir,West Los Angeles,34.04995346,-118.4356003,Entire home/apt,33,30,51,43,250,1
7.96512E+17,253105222,Sonder (Los Angeles),Santa Monica,34.01447651,-118.5000988,Private room,499,1,2,30,365,2
7.96478E+17,253105222,Sonder (Los Angeles),Santa Monica,34.01617994,-118.4985921,Private room,391,1,0,30,365,0
45299870,363676979,Pacific Side,Santa Monica,34.01858,-118.49241,Entire home/apt,356,2,115,4,235,30
